,player_name,player_api_id,player_nation,season,team_long_name,team_api_id,season_player_age,market_val_amnt,player_pos,match_api_id,country,elapsed,subtype,team,id,goal_type,elapsed_plus,birthday,height,weight
1480,Dries Mertens,46104,Belgium,2013,Napoli,9875,26,7000000,CF,1536872,Italy,33,,Napoli,3452815,p,,1987-05-06,170,134
1481,Dries Mertens,46104,Belgium,2013,Napoli,9875,26,7000000,CF,1536697,Italy,53,,Napoli,3204878,n,,1987-05-06,170,134
1482,Dries Mertens,46104,Belgium,2013,Napoli,9875,26,7000000,CF,1536697,Italy,62,,Napoli,3204880,n,,1987-05-06,170,134
1483,Dries Mertens,46104,Belgium,2013,Napoli,9875,26,7000000,CF,1536893,Italy,62,,Napoli,3483874,n,,1987-05-06,170,134
1484,Dries Mertens,46104,Belgium,2013,Napoli,9875,26,7000000,CF,1536893,Italy,77,,Napoli,3483896,n,,1987-05-06,170,134
3973,Nordin Amrabat,46120,Morocco,2013,Málaga CF,9864,26,1000000,RW,1506078,Spain,65,,Málaga CF,3315448,n,,1987-03-31,177,170
3974,Nordin Amrabat,46120,Morocco,2013,Málaga CF,9864,26,1000000,RW,1506125,Spain,50,,Málaga CF,3369686,p,,1987-03-31,177,170
394,Andy Carroll,47382,England,2013,West Ham United,8654,24,1000000,CF,1475047,England,10,header,West Ham United,3357995,n,,1989-01-06,190,174
395,Andy Carroll,47382,England,2013,West Ham United,8654,24,1000000,CF,1475024,England,5,header,West Ham United,3320333,n,,1989-01-06,190,174
56,Adel Taarabt,47394,Morocco,2013,Fulham,9879,24,4000000,CM,1536766,Italy,12,,Milan,3283398,n,,1989-05-24,180,172
57,Adel Taarabt,47394,Morocco,2013,Fulham,9879,24,4000000,CM,1536747,Italy,8,,Milan,3252310,n,,1989-05-24,180,172
58,Adel Taarabt,47394,Morocco,2013,Fulham,9879,24,4000000,CM,1536833,Italy,20,,Milan,3374612,n,,1989-05-24,180,172
59,Adel Taarabt,47394,Morocco,2013,Fulham,9879,24,4000000,CM,1536854,Italy,51,,Milan,3400891,n,,1989-05-24,180,172
60,Adel Taarabt,47394,Morocco,2013,Milan,8564,24,4000000,CM,1536766,Italy,12,,Milan,3283398,n,,1989-05-24,180,172
61,Adel Taarabt,47394,Morocco,2013,Milan,8564,24,4000000,CM,1536747,Italy,8,,Milan,3252310,n,,1989-05-24,180,172
62,Adel Taarabt,47394,Morocco,2013,Milan,8564,24,4000000,CM,1536833,Italy,20,,Milan,3374612,n,,1989-05-24,180,172
63,Adel Taarabt,47394,Morocco,2013,Milan,8564,24,4000000,CM,1536854,Italy,51,,Milan,3400891,n,,1989-05-24,180,172
1596,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468402,France,58,,Paris Saint-Germain,3221808,n,,1987-02-14,182,157
1597,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468305,France,36,,Paris Saint-Germain,3159718,n,,1987-02-14,182,157
1598,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468334,France,62,,Paris Saint-Germain,3166292,n,,1987-02-14,182,157
1599,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468328,France,90,,Paris Saint-Germain,3176452,n,,1987-02-14,182,157
1600,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468540,France,24,,Paris Saint-Germain,3426031,n,,1987-02-14,182,157
1601,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468228,France,45,,Paris Saint-Germain,3019529,n,,1987-02-14,182,157
1602,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468503,France,52,,Paris Saint-Germain,3348993,n,,1987-02-14,182,157
1603,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468266,France,68,,Paris Saint-Germain,3095623,n,,1987-02-14,182,157
1604,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468187,France,25,,Paris Saint-Germain,2938877,n,,1987-02-14,182,157
1605,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468462,France,80,,Paris Saint-Germain,3302039,n,,1987-02-14,182,157
1606,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468275,France,43,,Paris Saint-Germain,3106337,n,,1987-02-14,182,157
1607,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468275,France,81,,Paris Saint-Germain,3106375,n,,1987-02-14,182,157
1608,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468234,France,79,,Paris Saint-Germain,3026983,p,,1987-02-14,182,157
1609,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468174,France,86,,Paris Saint-Germain,2929412,n,,1987-02-14,182,157
1610,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468254,France,63,,Paris Saint-Germain,3073547,n,,1987-02-14,182,157
1611,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468254,France,89,,Paris Saint-Germain,3073789,p,,1987-02-14,182,157
1612,Edinson Cavani,49677,Uruguay,2013,Paris Saint-Germain,9847,26,6000000,CF,1468513,France,43,,Paris Saint-Germain,3367030,n,,1987-02-14,182,157
1993,Franco Di Santo,49825,Argentina,2013,SV Werder Bremen,8697,24,1000000,CF,1479250,Germany,15,,SV Werder Bremen,3365410,n,,1989-04-07,193,194
1994,Franco Di Santo,49825,Argentina,2013,SV Werder Bremen,8697,24,1000000,CF,1479244,Germany,57,,SV Werder Bremen,3355268,n,,1989-04-07,193,194
1995,Franco Di Santo,49825,Argentina,2013,SV Werder Bremen,8697,24,1000000,CF,1479207,Germany,40,,SV Werder Bremen,3310246,n,,1989-04-07,193,194
1996,Franco Di Santo,49825,Argentina,2013,SV Werder Bremen,8697,24,1000000,CF,1479100,Germany,89,,SV Werder Bremen,3148640,n,,1989-04-07,193,194
1616,Eduardo Vargas,50661,Chile,2013,Valencia CF,10267,24,3000000,SS,1506032,Spain,79,,Valencia CF,3251392,n,,1989-11-20,175,154
1617,Eduardo Vargas,50661,Chile,2013,Valencia CF,10267,24,3000000,SS,1506112,Spain,7,,Valencia CF,3356160,n,,1989-11-20,175,154
2223,Grenddy Perozo,51509,Venezuela,2013,AC Ajaccio,8576,27,150000,CB,1468289,France,31,,AC Ajaccio,3144179,n,,1986-02-28,182,172
2224,Grenddy Perozo,51509,Venezuela,2013,AC Ajaccio,8576,27,150000,CB,1468569,France,6,,AC Ajaccio,3461852,n,,1986-02-28,182,172
5317,Walter Gargano,56585,Uruguay,2013,Parma,10167,29,75000,DM,1536573,Italy,45,,Parma,3032789,n,,1984-07-23,170,141
2041,Gary Kagelmacher,57078,Uruguay,2013,Valenciennes FC,9873,25,300000,CB,1468442,France,52,,Valenciennes FC,3264183,o,,1988-04-21,182,174
349,Andrea Poli,57124,Italy,2013,Milan,8564,24,850000,CM,1536560,Italy,12,,Milan,3019849,n,,1989-09-29,182,170
350,Andrea Poli,57124,Italy,2013,Milan,8564,24,850000,CM,1536516,Italy,14,,Milan,2935856,n,,1989-09-29,182,170
3642,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479054,Germany,81,,Borussia Mönchengladbach,3044347,p,,1988-03-19,180,168
3643,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479000,Germany,20,,Borussia Mönchengladbach,2926030,n,,1988-03-19,180,168
3644,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479118,Germany,45,,Borussia Mönchengladbach,3164868,p,,1988-03-19,180,168
3645,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479221,Germany,32,,Borussia Mönchengladbach,3338141,n,,1988-03-19,180,168
3646,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479085,Germany,23,,Borussia Mönchengladbach,3107994,n,,1988-03-19,180,168
3647,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479085,Germany,63,,Borussia Mönchengladbach,3108806,n,,1988-03-19,180,168
3648,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479211,Germany,40,,Borussia Mönchengladbach,3320460,n,,1988-03-19,180,168
3649,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479251,Germany,79,,Borussia Mönchengladbach,3366265,p,,1988-03-19,180,168
3650,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479049,Germany,33,,Borussia Mönchengladbach,3023353,n,,1988-03-19,180,168
3651,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479019,Germany,74,,Borussia Mönchengladbach,2952408,n,,1988-03-19,180,168
3652,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479286,Germany,55,,Borussia Mönchengladbach,3442338,n,,1988-03-19,180,168
3653,Max Kruse,58346,Germany,2013,Borussia Mönchengladbach,9788,25,5000000,SS,1479036,Germany,72,,Borussia Mönchengladbach,3004583,p,,1988-03-19,180,168
3380,Marcelo Estigarribia,68436,Paraguay,2013,Atalanta,8524,26,500000,LM,1536820,Italy,26,,Atalanta,3351758,n,,1987-09-21,180,154
2851,Jozy Altidore,70297,United States,2013,Sunderland,8472,24,800000,CF,1474470,England,14,volley,Sunderland,3161771,n,,1989-11-06,185,174
444,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479238,Germany,23,,TSG 1899 Hoffenheim,3349819,n,,1988-04-14,187,185
445,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479222,Germany,89,,TSG 1899 Hoffenheim,3341547,n,,1988-04-14,187,185
446,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479039,Germany,15,,TSG 1899 Hoffenheim,3006600,n,,1988-04-14,187,185
447,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479006,Germany,67,,TSG 1899 Hoffenheim,2924891,n,,1988-04-14,187,185
448,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479006,Germany,74,,TSG 1899 Hoffenheim,2924909,n,,1988-04-14,187,185
449,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479170,Germany,86,,TSG 1899 Hoffenheim,3251095,n,,1988-04-14,187,185
450,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479232,Germany,51,,TSG 1899 Hoffenheim,3346366,n,,1988-04-14,187,185
451,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479048,Germany,17,,TSG 1899 Hoffenheim,3025055,n,,1988-04-14,187,185
452,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479030,Germany,45,,TSG 1899 Hoffenheim,2987543,n,,1988-04-14,187,185
453,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479196,Germany,39,,TSG 1899 Hoffenheim,3299835,n,,1988-04-14,187,185
454,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1479196,Germany,43,,TSG 1899 Hoffenheim,3299876,n,,1988-04-14,187,185
455,Anthony Modeste,71605,France,2013,TSG 1899 Hoffenheim,8226,25,1800000,CF,1478944,Germany,52,,TSG 1899 Hoffenheim,2912338,n,,1988-04-14,187,185
2952,Keisuke Honda,72656,Japan,2013,Milan,8564,27,500000,AM,1536833,Italy,56,,Milan,3374786,n,,1986-06-13,182,168
1681,Eren Derdiyok,73448,Switzerland,2013,Bayer 04 Leverkusen,8178,25,350000,CF,1479157,Germany,84,,Bayer 04 Leverkusen,3238191,n,,1988-06-12,190,203
75,Adil Rami,77741,France,2013,Milan,8564,28,250000,CB,1536738,Italy,49,,Milan,3239415,n,,1985-12-27,190,194
76,Adil Rami,77741,France,2013,Milan,8564,28,250000,CB,1536766,Italy,58,,Milan,3283917,n,,1985-12-27,190,194
77,Adil Rami,77741,France,2013,Milan,8564,28,250000,CB,1536797,Italy,57,,Milan,3324253,n,,1985-12-27,190,194
4929,Stevan Jovetic,92666,Montenegro,2013,Manchester City,8456,24,3000000,CF,1475010,England,89,shot,Manchester City,3455559,n,,1989-11-02,182,174
4930,Stevan Jovetic,92666,Montenegro,2013,Manchester City,8456,24,3000000,CF,1474945,England,78,deflected,Manchester City,3233719,n,,1989-11-02,182,174
4931,Stevan Jovetic,92666,Montenegro,2013,Manchester City,8456,24,3000000,CF,1475057,England,81,shot,Manchester City,3365334,n,,1989-11-02,182,174
3329,Mamadou Sakho,94043,France,2013,Liverpool,8650,23,6000000,CB,1474511,England,47,volley,Liverpool,3165272,n,,1990-02-13,187,183
5357,Willian,94086,Brazil,2013,Chelsea,8455,25,9000000,RW,1475054,England,72,shot,Chelsea,3368206,n,,1988-08-09,175,165
5358,Willian,94086,Brazil,2013,Chelsea,8455,25,9000000,RW,1475090,England,90,shot,Chelsea,3427176,n,4.0,1988-08-09,175,165
5359,Willian,94086,Brazil,2013,Chelsea,8455,25,9000000,RW,1474236,England,86,shot,Chelsea,3048653,n,,1988-08-09,175,165
5360,Willian,94086,Brazil,2013,Chelsea,8455,25,9000000,RW,1474701,England,71,shot,Chelsea,3198205,n,,1988-08-09,175,165
5397,Yohan Benalouane,94326,Tunisia,2013,Parma,10167,26,300000,CB,1536756,Italy,75,,Atalanta,3268621,o,,1987-03-28,185,187
5398,Yohan Benalouane,94326,Tunisia,2013,Atalanta,8524,26,300000,CB,1536756,Italy,75,,Atalanta,3268621,o,,1987-03-28,185,187
2335,Humberto Osorio,94571,Colombia,2013,Real Valladolid,10281,25,325000,CF,1505878,Spain,64,,Real Valladolid,3023403,n,,1988-06-24,177,172
2336,Humberto Osorio,94571,Colombia,2013,Real Valladolid,10281,25,325000,CF,1506150,Spain,85,,Real Valladolid,3455587,n,,1988-06-24,177,172
2337,Humberto Osorio,94571,Colombia,2013,Real Valladolid,10281,25,325000,CF,1506037,Spain,71,,Real Valladolid,3254865,n,,1988-06-24,177,172
2338,Humberto Osorio,94571,Colombia,2013,Real Valladolid,10281,25,325000,CF,1506037,Spain,78,,Real Valladolid,3254914,n,,1988-06-24,177,172
2519,Jan Hochscheidt,94666,Germany,2013,Eintracht Braunschweig,9776,26,350000,AM,1479181,Germany,90,,Eintracht Braunschweig,3266291,n,,1987-10-04,180,176
2520,Jan Hochscheidt,94666,Germany,2013,Eintracht Braunschweig,9776,26,350000,AM,1479254,Germany,89,,Eintracht Braunschweig,3371115,n,,1987-10-04,180,176
2521,Jan Hochscheidt,94666,Germany,2013,Eintracht Braunschweig,9776,26,350000,AM,1479204,Germany,24,,Eintracht Braunschweig,3308937,n,,1987-10-04,180,176
2522,Jan Hochscheidt,94666,Germany,2013,Eintracht Braunschweig,9776,26,350000,AM,1479299,Germany,88,,Eintracht Braunschweig,3461483,n,,1987-10-04,180,176
2503,James McCarthy,101192,Ireland,2013,Everton,8668,23,3000000,CM,1475112,England,9,shot,Everton,3463567,n,,1990-11-12,180,159
3997,Odion Ighalo,101419,Nigeria,2013,Granada CF,7878,24,3500000,CF,1505914,Spain,90,,Granada CF,3104498,n,,1989-06-16,177,170
3998,Odion Ighalo,101419,Nigeria,2013,Granada CF,7878,24,3500000,CF,1506167,Spain,90,,Granada CF,3451077,n,,1989-06-16,177,170
4346,Robbie Kruse,103686,Australia,2013,Bayer 04 Leverkusen,8178,25,350000,LW,1479042,Germany,19,,Bayer 04 Leverkusen,3006610,n,,1988-10-05,180,159
4347,Robbie Kruse,103686,Australia,2013,Bayer 04 Leverkusen,8178,25,350000,LW,1479042,Germany,45,,Bayer 04 Leverkusen,3006788,n,,1988-10-05,180,159
2893,Juanfran,103905,Spain,2013,Real Betis Balompié,8603,25,1000000,RB,1506179,Spain,90,,Real Betis Balompié,3468569,n,,1988-09-11,177,159
5233,Victor Moses,106228,Nigeria,2013,Liverpool,8650,23,6500000,RM,1474184,England,37,shot,Liverpool,2992317,n,,1990-12-12,177,187
3922,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479269,Germany,90,,SV Werder Bremen,3401795,n,,1988-12-06,187,176
3923,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479043,Germany,32,,SV Werder Bremen,3006656,n,,1988-12-06,187,176
3924,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479043,Germany,90,,SV Werder Bremen,3007479,n,,1988-12-06,187,176
3925,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479135,Germany,15,,SV Werder Bremen,3174895,n,,1988-12-06,187,176
3926,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479056,Germany,37,,SV Werder Bremen,3043770,n,,1988-12-06,187,176
3927,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479113,Germany,58,,SV Werder Bremen,3155468,n,,1988-12-06,187,176
3928,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479227,Germany,70,,SV Werder Bremen,3335157,n,,1988-12-06,187,176
3929,Nils Petersen,107920,Germany,2013,SV Werder Bremen,8697,25,3000000,CF,1479266,Germany,5,,SV Werder Bremen,3381298,o,,1988-12-06,187,176
3093,Leroy Fer,109638,Netherlands,2013,Norwich City,9850,23,1700000,DM,1474371,England,90,shot,Norwich City,3128950,n,3.0,1990-01-05,187,174
3094,Leroy Fer,109638,Netherlands,2013,Norwich City,9850,23,1700000,DM,1474402,England,80,header,Norwich City,3145708,n,,1990-01-05,187,174
3095,Leroy Fer,109638,Netherlands,2013,Norwich City,9850,23,1700000,DM,1474527,England,89,shot,Norwich City,3166037,n,,1990-01-05,187,174
3483,Marko Arnautovic,110148,Austria,2013,Stoke City,10194,24,7500000,CF,1475024,England,69,shot,Stoke City,3321472,n,,1989-04-19,193,183
3484,Marko Arnautovic,110148,Austria,2013,Stoke City,10194,24,7500000,CF,1474298,England,45,direct_freekick,Stoke City,3089374,n,,1989-04-19,193,183
3485,Marko Arnautovic,110148,Austria,2013,Stoke City,10194,24,7500000,CF,1475076,England,45,,Stoke City,3401467,p,3.0,1989-04-19,193,183
3486,Marko Arnautovic,110148,Austria,2013,Stoke City,10194,24,7500000,CF,1475106,England,54,shot,Stoke City,3442683,n,,1989-04-19,193,183
4058,Panagiotis Tachtsidis,110378,Greece,2013,Catania,8530,22,900000,DM,1536859,Italy,67,,Torino,3401206,n,,1991-02-15,193,190
5228,Vicente Iborra,111237,Spain,2013,Sevilla FC,8302,25,3000000,CM,1505947,Spain,88,,Sevilla FC,3149316,n,,1988-01-16,195,194
5229,Vicente Iborra,111237,Spain,2013,Sevilla FC,8302,25,3000000,CM,1506184,Spain,16,,Sevilla FC,3483835,n,,1988-01-16,195,194
5230,Vicente Iborra,111237,Spain,2013,Sevilla FC,8302,25,3000000,CM,1506184,Spain,72,,Sevilla FC,3483907,n,,1988-01-16,195,194
1657,Emmanuel Mayuka,112012,Zambia,2013,FC Sochaux-Montbéliard,9874,23,325000,CF,1468561,France,78,,FC Sochaux-Montbéliard,3461981,n,,1990-11-21,177,159
1658,Emmanuel Mayuka,112012,Zambia,2013,FC Sochaux-Montbéliard,9874,23,325000,CF,1468283,France,60,,FC Sochaux-Montbéliard,3131447,n,,1990-11-21,177,159
1659,Emmanuel Mayuka,112012,Zambia,2013,FC Sochaux-Montbéliard,9874,23,325000,CF,1468307,France,8,,FC Sochaux-Montbéliard,3156862,n,,1990-11-21,177,159
1660,Emmanuel Mayuka,112012,Zambia,2013,FC Sochaux-Montbéliard,9874,23,325000,CF,1468298,France,74,,FC Sochaux-Montbéliard,3146694,n,,1990-11-21,177,159
766,Cala,112205,Spain,2013,Cardiff City,8344,24,900000,CB,1475016,England,68,shot,Cardiff City,3321501,n,,1989-11-26,187,159
767,Cala,112205,Spain,2013,Cardiff City,8344,24,900000,CB,1475068,England,65,distance,Cardiff City,3382834,n,,1989-11-26,187,159
768,Cala,112205,Spain,2013,Cardiff City,8344,24,900000,CB,1505975,Spain,24,,Sevilla FC,3179320,n,,1989-11-26,187,159
2677,Jonathan Cristaldo,113792,Argentina,2013,Bologna,9857,24,1000000,CF,1536741,Italy,11,,Bologna,3253109,n,,1989-03-05,175,154
2678,Jonathan Cristaldo,113792,Argentina,2013,Bologna,9857,24,1000000,CF,1536741,Italy,24,,Bologna,3253126,n,,1989-03-05,175,154
2679,Jonathan Cristaldo,113792,Argentina,2013,Bologna,9857,24,1000000,CF,1536830,Italy,35,,Bologna,3368504,n,,1989-03-05,175,154
2680,Jonathan Cristaldo,113792,Argentina,2013,Bologna,9857,24,1000000,CF,1536560,Italy,62,,Bologna,3020083,n,,1989-03-05,175,154
2968,Kevin Strootman,114558,Netherlands,2013,Roma,8686,23,5000000,CM,1536650,Italy,90,,Roma,3158241,n,,1990-02-13,185,172
2969,Kevin Strootman,114558,Netherlands,2013,Roma,8686,23,5000000,CM,1536676,Italy,52,,Roma,3178401,p,,1990-02-13,185,172
2970,Kevin Strootman,114558,Netherlands,2013,Roma,8686,23,5000000,CM,1536628,Italy,28,,Roma,3114339,n,,1990-02-13,185,172
2971,Kevin Strootman,114558,Netherlands,2013,Roma,8686,23,5000000,CM,1536546,Italy,85,,Roma,2992444,p,,1990-02-13,185,172
2972,Kevin Strootman,114558,Netherlands,2013,Roma,8686,23,5000000,CM,1536715,Italy,36,,Roma,3219901,n,,1990-02-13,185,172
3517,Marwin Hitz,114737,Switzerland,2013,FC Augsburg,8406,26,1700000,GK,1479247,Germany,38,,FC Augsburg,3349983,o,,1987-09-18,193,185
3857,Nemanja Matic,115067,Serbia,2013,Chelsea,8455,25,8000000,DM,1475015,England,42,shot,Chelsea,3322464,dg,,1988-08-01,193,185
3000,Konstantin Rausch,115670,Russia,2013,VfB Stuttgart,10269,23,350000,LB,1479119,Germany,84,,VfB Stuttgart,3165428,n,,1990-03-15,182,176
3001,Konstantin Rausch,115670,Russia,2013,VfB Stuttgart,10269,23,350000,LB,1479166,Germany,62,,VfB Stuttgart,3254287,n,,1990-03-15,182,176
2494,Jake Livermore,115681,England,2013,Hull City,8667,24,2500000,DM,1474585,England,28,shot,Hull City,3179355,n,,1989-11-14,180,168
2495,Jake Livermore,115681,England,2013,Hull City,8667,24,2500000,DM,1474981,England,67,shot,Hull City,3280941,n,,1989-11-14,180,168
2496,Jake Livermore,115681,England,2013,Hull City,8667,24,2500000,DM,1474422,England,20,deflected,Hull City,3157846,n,,1989-11-14,180,168
613,Baba,115798,Senegal,2013,Levante UD,8581,25,175000,CF,1505906,Spain,27,,Levante UD,3091409,n,,1988-01-05,177,165
614,Baba,115798,Senegal,2013,Levante UD,8581,25,175000,CF,1505868,Spain,36,,Levante UD,3017489,n,,1988-01-05,177,165
615,Baba,115798,Senegal,2013,Levante UD,8581,25,175000,CF,1505887,Spain,57,,Levante UD,3046052,n,,1988-01-05,177,165
4336,Ricky van Wolfswinkel,116750,Netherlands,2013,Norwich City,9850,24,500000,CF,1474070,England,71,header,Norwich City,2925384,n,,1989-01-27,185,163
121,Agim Ibraimi,118883,North Macedonia,2013,Cagliari,8529,25,250000,RW,1536779,Italy,89,,Cagliari,3299178,n,,1988-08-29,177,157
122,Agim Ibraimi,118883,North Macedonia,2013,Cagliari,8529,25,250000,RW,1536841,Italy,47,,Cagliari,3384123,p,,1988-08-29,177,157
2735,Jonjo Shelvey,127130,England,2013,Swansea City,10003,21,13000000,CM,1474474,England,81,distance,Swansea City,3163124,n,,1992-02-27,182,183
2736,Jonjo Shelvey,127130,England,2013,Swansea City,10003,21,13000000,CM,1474184,England,2,shot,Swansea City,2992212,n,,1992-02-27,182,183
2737,Jonjo Shelvey,127130,England,2013,Swansea City,10003,21,13000000,CM,1474943,England,61,deflected,Swansea City,3231548,n,,1992-02-27,182,183
2738,Jonjo Shelvey,127130,England,2013,Swansea City,10003,21,13000000,CM,1475096,England,26,distance,Swansea City,3421713,n,,1992-02-27,182,183
2739,Jonjo Shelvey,127130,England,2013,Swansea City,10003,21,13000000,CM,1474985,England,23,shot,Swansea City,3283274,n,,1992-02-27,182,183
2740,Jonjo Shelvey,127130,England,2013,Swansea City,10003,21,13000000,CM,1474394,England,80,shot,Swansea City,3145706,n,,1992-02-27,182,183
3503,Marquinho,128020,Brazil,2013,Hellas Verona,9876,27,400000,AM,1536860,Italy,45,,Hellas Verona,3425610,n,,1986-07-03,182,174
3504,Marquinho,128020,Brazil,2013,Hellas Verona,9876,27,400000,AM,1536873,Italy,37,,Hellas Verona,3450511,n,,1986-07-03,182,174
2310,Henrique,128037,Brazil,2013,Napoli,9875,27,400000,CB,1536815,Italy,40,,Napoli,3346521,n,,1986-10-14,185,161
3124,Lewis Holtby,128827,Germany,2013,Tottenham Hotspur,8586,23,600000,CM,1475006,England,59,shot,Fulham,3309493,n,,1990-09-18,175,159
3125,Lewis Holtby,128827,Germany,2013,Tottenham Hotspur,8586,23,600000,CM,1474492,England,82,shot,Tottenham Hotspur,3163348,n,,1990-09-18,175,159
3126,Lewis Holtby,128827,Germany,2013,Fulham,9879,23,600000,CM,1475006,England,59,shot,Fulham,3309493,n,,1990-09-18,175,159
3127,Lewis Holtby,128827,Germany,2013,Fulham,9879,23,600000,CM,1474492,England,82,shot,Tottenham Hotspur,3163348,n,,1990-09-18,175,159
1199,Danilo D'Ambrosio,130155,Italy,2013,Inter,8636,25,5000000,RB,1536551,Italy,2,,Torino,3010957,n,,1988-09-09,180,165
1200,Danilo D'Ambrosio,130155,Italy,2013,Inter,8636,25,5000000,RB,1536548,Italy,47,,Torino,2984611,n,,1988-09-09,180,165
79,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479140,Germany,25,,SC Freiburg,3178983,n,,1991-03-16,182,176
80,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479140,Germany,36,,SC Freiburg,3179063,n,,1991-03-16,182,176
81,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479041,Germany,6,,SC Freiburg,3011208,n,,1991-03-16,182,176
82,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479271,Germany,51,,SC Freiburg,3401328,n,,1991-03-16,182,176
83,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479271,Germany,87,,SC Freiburg,3401748,n,,1991-03-16,182,176
84,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479151,Germany,27,,SC Freiburg,3226510,n,,1991-03-16,182,176
85,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479227,Germany,59,,SC Freiburg,3335133,n,,1991-03-16,182,176
86,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479280,Germany,61,,SC Freiburg,3422100,n,,1991-03-16,182,176
87,Admir Mehmedi,132844,Switzerland,2013,SC Freiburg,8358,22,2500000,SS,1479082,Germany,88,,SC Freiburg,3109133,n,,1991-03-16,182,176
